year,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape_final
1985,Arizona,3187000,19202,254,4670,12820,207591,59585,135720,12286,606.2052174448688
1985,California,26365000,201763,2770,86387,101185,1516710,448506,890967,177237,3048.735391215751
1985,Colorado,3231000,15219,189,4012,9697,208336,56480,137868,13988,567.9745745183785
1985,Connecticut,3174000,12758,120,6032,5843,136572,36041,86524,14007,175.16779874213836
1985,District of Columbia,626000,10171,147,5230,4457,39904,10005,24874,5025,111.76003851709196
1985,Delaware,622000,2695,30,773,1596,28164,6826,19638,1700,56.12696652574676
1985,Florida,11366000,106971,1296,35506,64165,753918,228402,465792,59724,1567.728792858506
1985,Georgia,5976000,30311,620,9812,17292,275070,81070,171950,22050,696.9062383387844
1985,Hawaii,1054000,2313,43,1048,912,52501,12164,37357,2980,105.53528424432606
1985,Iowa,2884000,6106,55,1187,4501,107607,26349,76835,4423,144.11449643332125
1985,Idaho,1005000,2360,22,269,1877,36916,8917,26170,1829,82.35241801000555
1985,Illinois,11535000,82448,927,33120,43872,530205,131015,331030,68160,1256.872534510307
1985,Indiana,5499000,17014,319,5065,10312,198220,50295,129861,18064,376.53235298477597
1985,Kansas,2450000,8716,121,1929,5947,98474,25740,67433,5301,228.31823709813872
1985,Kentucky,3726000,11384,256,2821,7501,98428,28739,62491,7198,253.37185171210265
1985,Louisiana,4481000,31108,487,8526,20313,218195,59326,141739,17130,448.6033108932061
1985,Massachusetts,5822000,31334,202,10974,18424,245665,65231,130088,50346,460.0096788385394
1985,Maryland,4392000,36655,348,13272,21335,199318,52995,126077,20246,402.9944208510284
1985,Maine,1164000,1950,28,284,1471,40789,10607,28260,1922,59.450551522579424
1985,Michigan,9088000,66714,1018,26572,32984,511852,138792,297827,75233,1664.9694467221118
1985,Minnesota,4193000,10751,88,3598,5823,162597,42663,108954,10980,338.41078856733907
1985,Missouri,5029000,25321,409,7425,16019,194247,55252,120650,18345,517.7497045655032
1985,Mississippi,2613000,7079,276,1635,4470,78254,26701,47478,4075,154.32692955847656
1985,Montana,826000,1722,48,173,1342,35855,6835,26746,2274,77.73923944839115
1985,North Carolina,6255000,26327,520,4893,19426,231465,71985,147530,11950,416.3047157767278
1985,North Dakota,685000,322,7,44,221,18032,2925,14297,810,25.123270240178147
1985,Nebraska,1606000,3821,47,779,2619,55514,11730,41278,2506,175.57226182760854
1985,New Hampshire,998000,1405,21,266,927,31049,7608,21459,1982,69.07564736688974
1985,New Jersey,7562000,41172,407,19282,19059,344067,79923,213907,50237,411.245885010835
1985,New Mexico,1450000,10207,158,2003,7324,83843,25432,53398,5013,242.10124555160144
1985,Nevada,936000,6244,96,2573,3011,55294,17312,33336,4646,251.62970034800284
1985,New York,17783000,165365,1683,89706,68270,828446,219633,502276,106537,1647.595707410617
1985,Ohio,10744000,41000,554,14301,22179,408882,104920,266066,37896,1041.7563865907318
1985,Oklahoma,3301000,13930,254,3526,8898,165150,53216,93233,18701,403.4545285647933
1985,Oregon,2687000,14807,125,4986,8333,166023,50690,105725,9608,404.0570568040608
1985,Pennsylvania,11853000,39240,550,17429,18375,320788,87417,194467,38904,810.4088634619875
1985,Rhode Island,968000,3355,35,1122,1945,42368,11929,24119,6320,81.91552862440084
1985,South Carolina,3347000,21121,304,3143,16289,140892,41955,90260,8677,423.6605662543043
1985,South Dakota,708000,967,13,121,665,17730,3867,13142,721,64.09673269873939
1985,Tennessee,4762000,22592,429,8614,11522,175827,55563,97159,23105,552.1177896621876
1985,Texas,16370000,90030,2132,31680,47854,985265,289825,595912,99528,2882.0840426566397
1985,Utah,1645000,4398,50,908,3059,83072,15511,63668,3893,178.27386105957532
1985,Virginia,5706000,16813,405,5720,9137,198821,44797,142800,11224,515.2093221918489
1985,Vermont,535000,790,18,112,557,20011,5210,13924,877,31.8513287493031
1985,Washington,4409000,18757,231,5821,10285,269099,79859,176501,12739,596.0997049670614
1985,Wisconsin,4775000,9880,135,3351,5519,181918,37987,133349,10582,342.6072411960775
1985,West Virginia,1936000,3214,73,728,2054,40401,11972,25191,3238,151.17558516384588
1985,Wyoming,509000,1307,22,102,1069,19130,3515,14732,883,40.78996282527881
1986,TOTAL,240132887,1489169,20613,542775,834322,11722700,3241410,7257153,1224137,27345.2236789076
1986,Alaska,534000,3046,46,470,2142,30307,6204,20879,3224,175.8431067961165
1986,Alabama,4053000,22616,409,4523,16534,151191,46974,93396,10821,348.1544042843158
1986,Arkansas,2372000,9365,191,1890,6598,83729,24429,54677,4623,302.08957986303903
1986,Arizona,3317000,21835,307,5614,14489,221015,63278,143845,13892,592.4845232228656
1986,California,26981000,248370,3038,92512,140701,1576299,457698,913004,205597,3235.060345516477
1986,Colorado,3267000,17105,230,4731,10762,212626,58531,138219,15876,594.2020151282354
1986,Connecticut,3189000,13578,148,6129,6541,140411,38190,87963,14258,174.47906558849957
1986,District of Columbia,626000,9423,194,4720,4181,42781,10815,25861,6105,108.77534906114589
1986,Delaware,633000,2703,31,786,1526,27881,6598,19562,1721,68.26252685563796
1986,Florida,11675000,121013,1371,42822,70668,839651,259331,510496,69824,1606.3736731621468
1986,Georgia,6104000,35869,686,13056,19449,297130,88695,182171,26264,721.4205281295959
1986,Hawaii,1062000,2604,51,1129,1095,57626,14218,39922,3486,112.00357585930088
1986,Iowa,2851000,6703,51,1197,5099,111633,27255,79864,4514,141.33542900898723
1986,Idaho,1003000,2232,32,214,1785,39964,10065,28081,1818,86.21268760422457
1986,Illinois,11533000,93454,1023,37583,50083,548311,136306,339418,72587,1322.3664444560861
1986,Indiana,5504000,16937,329,4954,10230,195233,48802,128404,18027,406.81492462088084
1986,Kansas,2461000,9076,108,1958,6200,109607,29229,74029,6349,257.21526015228426
1986,Kentucky,3728000,12467,248,3076,8283,102810,30725,64882,7203,270.34713706254126
1986,Louisiana,4501000,34128,575,10071,21676,239444,65751,153818,19875,454.64510632611126
1986,Massachusetts,5832000,32476,208,11239,19298,242989,62455,127668,52866,459.21381434227897
1986,Maryland,4463000,37177,401,13569,21263,212831,55593,132904,24334,460.8359730202348
1986,Maine,1174000,1726,23,328,1201,38909,9433,27548,1928,61.94249080795701
1986,Michigan,9145000,73517,1032,27550,38768,520127,138040,308894,73193,1672.2909736050917
1986,Minnesota,4214000,11991,105,4299,6249,171832,42319,117371,12142,364.5681442053943
1986,Missouri,5066000,29310,464,8624,18742,206463,57556,126674,22233,521.9819909788453
1986,Mississippi,2625000,7196,295,1697,4526,80612,28242,48430,3940,149.90495449949444
1986,Montana,819000,1289,24,160,963,35393,6491,27142,1760,69.42749686585876
1986,North Carolina,6331000,30128,515,5551,22389,244121,77557,153378,13186,468.0630305742376
1986,North Dakota,679000,348,7,47,215,17343,2615,13914,814,39.69476697948147
1986,Nebraska,1598000,4196,50,817,2936,57418,11956,42784,2678,183.5103694102398
1986,New Hampshire,1027000,1433,23,242,947,32767,7754,22675,2338,79.92522548734362
1986,New Jersey,7620000,43623,399,20473,20220,355764,81595,215073,59096,429.3990655785575
1986,New Mexico,1479000,10731,170,1916,7952,87266,27283,54906,5077,232.37695729537367
1986,Nevada,963000,6923,121,2763,3414,53647,15446,33601,4600,278.84496935727265
1986,New York,17772000,175210,1907,91360,76528,849827,217010,519570,113247,1563.5700588202753
1986,Ohio,10752000,45260,595,15283,25231,423387,106212,276779,40396,1090.350670887072
1986,Oklahoma,3305000,14423,269,3521,9431,184342,59054,103832,21456,387.3421272642824
1986,Oregon,2698000,14830,178,5555,7718,176207,53062,112312,10833,408.80020640704316
1986,Pennsylvania,11889000,42629,659,18085,20901,326149,87362,196657,42130,837.9279447576475
1986,Rhode Island,975000,3271,34,1157,1871,44528,12616,25041,6871,67.66934973320069
1986,South Carolina,3378000,22789,291,3361,17742,150752,45276,96132,9344,426.71948731029204
1986,South Dakota,708000,883,28,115,615,18346,3919,13728,699,47.69102135322871
1986,Tennessee,4803000,25919,501,9978,13184,191861,63649,102103,26109,614.4932084252074
1986,Texas,16682000,109925,2258,40021,59039,1125897,341747,665029,119121,2965.8174743120157
1986,Utah,1665000,4441,53,976,2991,86774,15233,67825,3716,196.99027691884834
1986,Virginia,5787000,17708,411,6118,9646,205658,47021,145935,12702,509.2301037524851
1986,Vermont,541000,807,11,120,558,20708,5135,14593,980,36.48987177104627
1986,Washington,4463000,19505,223,6031,10869,287535,83078,190420,14037,586.7394616659257
1986,Wisconsin,4785000,12339,149,3483,7746,183692,37464,134083,12145,376.28063861649196
1986,West Virginia,1919000,3156,114,787,1893,41301,11999,26055,3247,152.43889088944903
1986,Wyoming,507000,1486,27,114,1234,20605,4144,15606,855,39.71654275092937
1987,TOTAL,242288918,1483999,20096,517704,855088,12024709,3236184,7499851,1288674,27241.17554979773
1987,Alaska,525000,2391,53,384,1613,25841,5093,18195,2553,154.54252427184466
1987,Alabama,4083000,22833,380,4581,16735,158918,48927,99260,10731,344.2187458011018
1987,Arkansas,2388000,9839,182,1890,6988,91537,25743,60862,4932,343.0434150339758
1987,Arizona,3386000,20742,253,4687,14406,222663,55059,153296,14308,580.4269434520143
1987,California,27663000,253943,2924,83341,155569,1545928,419969,896335,229624,3232.3909335637445
1987,Colorado,3296000,15409,191,3916,9958,197225,50580,132266,14379,577.863609502423
1987,Connecticut,3211000,13455,156,5720,6779,146958,39120,90852,16986,183.66217430368374
1987,District of Columbia,622000,10016,225,4462,5084,42553,11244,25012,6297,81.24987963408762
1987,Delaware,644000,2774,33,789,1511,29032,6572,20453,2007,83.62159539815649
1987,Florida,12023000,123168,1371,42869,72896,899167,271346,546466,81355,1575.0399864294652
1987,Georgia,6222000,35868,735,13014,19438,324511,96572,197302,30637,722.2286915292931
1987,Hawaii,1083000,2851,52,1061,1345,60157,12515,43678,3964,133.7915055097424
1987,Iowa,2834000,6553,59,1025,5132,110781,26010,80489,4282,133.7922460000806
1987,Idaho,998000,2138,31,242,1690,39342,9748,27923,1671,75.06079766536965
1987,Illinois,11582000,92216,967,36406,50400,535126,130147,342492,62487,1233.0061096995573
1987,Indiana,5531000,18169,307,4901,11352,209695,52363,137722,19610,459.66658266502617
1987,Kansas,2476000,8932,110,2032,5982,112488,28177,78043,6268,256.5801607445008
1987,Kentucky,3727000,12589,280,3361,8167,109284,31571,70532,7181,245.5129233091218
1987,Louisiana,4461000,30916,496,7987,20833,231090,64441,148247,18402,402.78636219367553
1987,Massachusetts,5855000,33060,173,10379,20640,244105,62056,127939,54110,495.55829300483947
1987,Maryland,4535000,34820,436,13164,19425,213589,52718,134485,26386,425.5146973103505
1987,Maine,1187000,1806,30,304,1286,40122,9148,28916,2058,66.21438672574715
1987,Michigan,9200000,71772,1124,25442,39022,522254,133602,319470,69182,1676.9008238647457
1987,Minnesota,4246000,12118,112,4354,6213,183868,45384,125686,12798,392.08786211626483
1987,Missouri,5103000,27792,423,8376,17520,212430,56711,133964,21755,519.513157237729
1987,Mississippi,2625000,7081,269,1496,4549,83182,31537,47433,4212,169.58274351196494
1987,Montana,809000,1223,33,196,834,35986,6521,27541,1924,78.22816548265776
1987,North Carolina,6413000,31039,519,6023,22634,267157,86964,165841,14352,521.2202187446532
1987,North Dakota,672000,382,10,51,258,18656,3060,14768,828,31.655320502624466
1987,Nebraska,1594000,4004,55,751,2853,61853,13516,45692,2645,161.09688917692807
1987,New Hampshire,1057000,1581,32,280,988,34058,7344,24426,2288,101.6243817282514
1987,New Jersey,7672000,41507,351,17862,20735,362155,77392,219906,64857,434.1494305869335
1987,New Mexico,1500000,9427,152,1625,7004,88775,26815,56777,5183,216.61690391459075
1987,Nevada,1007000,7006,85,2744,3555,57154,16408,35157,5589,277.5065135043577
1987,New York,17825000,179691,2016,89721,82417,881330,216826,539175,125329,1598.797306682893
1987,Ohio,10784000,45436,630,16511,23990,447964,114580,292093,41291,1130.8021291661876
1987,Oklahoma,3272000,13664,244,3583,8664,183495,58333,105369,19793,377.99693450998603
1987,Oregon,2724000,14697,153,5338,7959,175138,48562,113907,12669,369.66922218243855
1987,Pennsylvania,11936000,44087,642,17241,23074,333476,86177,205619,41680,878.925759749141
1987,Rhode Island,986000,3547,35,1062,2209,48568,14208,26635,7725,78.03020710861898
1987,South Carolina,3425000,22773,318,3463,17495,154021,46511,97892,9618,457.9204820813672
1987,South Dakota,709000,849,13,87,603,18138,3787,13673,678,55.70311294057113
1987,Tennessee,4855000,25900,444,9409,13914,200616,65632,107459,27525,580.9902542424501
1987,Texas,16789000,105961,1959,38053,57881,1190558,355597,711594,123367,2780.087763767787
1987,Utah,1680000,3861,55,887,2554,90532,15975,71038,3519,170.78729471586612
1987,Virginia,5904000,17414,437,6244,9196,216354,47642,153690,15022,510.5588189612326
1987,Vermont,548000,748,15,92,518,22658,6085,15485,1088,38.03605277829399
1987,Washington,4538000,19945,256,6417,10902,298491,86428,194131,17932,583.7835953603039
1987,Wisconsin,4807000,12014,168,3192,7700,188411,40502,136058,11851,373.53978068692334
1987,West Virginia,1897000,2605,92,591,1493,38953,11450,24436,3067,180.65271876125314
1987,Wyoming,490000,1387,10,98,1125,18366,3516,14171,679,55.10223048327138
1988,TOTAL,244498982,1566221,20675,542968,910092,12356865,3218077,7705872,1432916,27652.285255332426
1988,Alaska,513000,2682,29,374,1983,22566,4321,15911,2334,134.1483495145631
1988,Alabama,4127000,23052,408,4860,16556,165209,50920,103282,11007,371.76835518359985
1988,Arkansas,2422000,10237,211,2037,7209,91962,26443,60363,5156,343.4837788530181
1988,Arizona,3466000,21147,294,4750,14758,237808,54773,167121,15914,559.2222341998275
1988,California,28168000,261912,2936,86141,161055,1607180,407631,933636,265913,3144.5672803188463
1988,Colorado,3290000,15548,187,3250,10842,187719,45503,128331,13885,545.6167562935824
1988,Connecticut,3241000,14759,174,6080,7656,150455,39477,91079,19899,194.91148247978438
1988,District of Columbia,620000,11914,369,5690,5690,49557,12300,28624,8633,54.71930669234473
1988,Delaware,660000,2981,34,784,1672,28693,6868,19824,2001,93.10250190588398
1988,Florida,12377000,138343,1416,49916,80857,967869,283960,589215,94694,1606.8959012743583
1988,Georgia,6401000,42589,748,15593,23278,362376,103106,223768,35502,800.081765700112
1988,Hawaii,1093000,2810,44,919,1492,62650,13726,44946,3978,120.85492227979275
1988,Iowa,2834000,7279,47,1132,5654,108254,24211,79447,4596,177.06629589328176
1988,Idaho,999000,2345,36,202,1928,37345,8691,26893,1761,76.7764730405781
1988,Illinois,11544000,93557,991,36097,52020,555316,130292,355148,69876,1234.6712091049583
1988,Indiana,5575000,21187,358,4963,14135,210177,52137,138335,19705,494.5201085103545
1988,Kansas,2487000,9083,85,2136,6083,112280,29321,76927,6032,247.37121933164127
1988,Kentucky,3721000,12284,229,2764,8456,104362,30747,66711,6904,262.4882086595604
1988,Louisiana,4420000,31711,512,9238,20259,222913,63843,139141,19929,428.4639927835224
1988,Massachusetts,5871000,36376,208,10352,23940,256639,62307,141933,52399,497.68059832820063
1988,Maryland,4644000,37466,449,13994,21302,227457,54735,141509,31213,407.97258722624696
1988,Maine,1206000,1898,37,311,1326,41249,9852,28928,2469,79.74205713208258
1988,Michigan,9300000,68980,1009,22424,39085,496867,122254,305693,68920,1752.2854339932062
1988,Minnesota,4306000,12490,124,4079,6950,173302,39167,119526,14609,364.2956717508312
1988,Missouri,5139000,28393,413,8638,17837,220578,58605,139648,22325,530.7992543399744
1988,Mississippi,2627000,8544,225,2028,5340,85840,33651,47818,4371,210.2649140546006
1988,Montana,804000,989,21,182,651,33318,5657,25921,1740,66.00501462599249
1988,North Carolina,6526000,32753,510,7085,23325,284557,90791,177426,16340,512.8269785072191
1988,North Dakota,663000,392,12,54,252,17695,2902,14007,786,37.18243995546366
1988,Nebraska,1601000,4374,58,898,3033,61908,12251,46634,3023,179.7747893713545
1988,New Hampshire,1097000,1622,25,231,1090,34951,7489,24964,2498,99.81611870817574
1988,New Jersey,7720000,44993,411,18927,23055,363807,75675,219086,69046,441.10532220634116
1988,New Mexico,1510000,9938,173,1557,7628,89817,27737,56192,5888,194.48576512455517
1988,Nevada,1060000,8275,111,3087,4295,60128,16376,37401,6351,348.89082565981954
1988,New York,17898000,196396,2244,97434,91239,932845,218060,560887,153898,1582.0499265514845
1988,Ohio,10872000,49144,585,17546,26381,455890,112130,300355,43405,1216.6958100575566
1988,Oklahoma,3263000,14179,243,3428,9279,168194,53624,96418,18152,396.0428239665583
1988,Oregon,2741000,14959,139,5289,8420,178520,48355,113872,16293,329.3524505570884
1988,Pennsylvania,12027000,43534,660,16607,23275,338486,83791,203362,51333,840.1744003736197
1988,Rhode Island,995000,3947,41,1146,2457,47837,12550,27049,8238,98.10436827349191
1988,South Carolina,3493000,25889,325,4357,19714,163164,49467,103055,10642,456.69691365897205
1988,South Dakota,715000,813,22,87,512,17641,3703,13255,683,73.25340879855929
1988,Tennessee,4919000,26205,461,8537,15006,193647,60894,106052,26701,599.5122126524298
1988,Texas,16780000,109499,2022,39301,60057,1235870,361972,739642,134256,2797.6614469547176
1988,Utah,1691000,4110,47,915,2749,90223,14898,71677,3648,186.69624819624818
1988,Virginia,5996000,17940,468,6748,9102,232496,49069,165343,18084,538.7940171471173
1988,Vermont,556000,791,11,89,563,22786,6098,15591,1097,39.58223378554172
1988,Washington,4619000,21543,264,6738,11930,307008,85711,201301,19996,643.1472436648748
1988,Wisconsin,4858000,10414,144,3258,6047,182545,35423,134046,13076,377.846843147674
1988,West Virginia,1884000,2476,93,644,1386,39703,11510,25147,3046,148.64897371263953
1988,Wyoming,471000,1479,12,71,1283,17206,3103,13432,671,40.432156133829
1989,TOTAL,246819230,1646037,21500,578326,951707,12605412,3168170,7872442,1564800,28255.644808618985
1989,Alaska,527000,2623,42,356,1946,22567,4358,15811,2398,126.44388349514563
1989,Alabama,4118000,24329,421,5515,17117,166244,47224,106771,12249,386.3000172754669
1989,Arkansas,2406000,11397,203,2660,7610,98213,28738,63084,6391,406.8961687951138
1989,Arizona,3556000,21320,237,4944,14853,265284,59284,181574,24426,534.6912960453369
1989,California,29063000,284136,3158,96431,172581,1681516,410468,972603,298445,3194.2183426396705
